entityName	NELabel
住房公积金支取	socialInsuranceAudit
住房公积金支出	socialInsuranceAudit
社会保险费征缴	socialInsuranceAudit
住房公积金调整	socialInsuranceAudit
城乡低保金管理	socialInsuranceAudit
保障性住房补贴	socialInsuranceAudit
失业保险金管理	socialInsuranceAudit
保障性住房支出	socialInsuranceAudit
保障房安居工程	socialInsuranceAudit
住房公积金支持	socialInsuranceAudit
保障性安居审计	socialInsuranceAudit
城乡居民养老保险	socialInsuranceAudit
医疗保险参保管理	socialInsuranceAudit
坐支管理费用审计	socialInsuranceAudit
住房公积金管委会	socialInsuranceAudit
失业保险基金审计	socialInsuranceAudit
工伤保险基金预算	socialInsuranceAudit
社会保障基金预算	socialInsuranceAudit
养老保险应缴实缴	socialInsuranceAudit
养老保险参保业务	socialInsuranceAudit
养老保险基金管理	socialInsuranceAudit
失业保险基金决算	socialInsuranceAudit
养老保险缴纳比例	socialInsuranceAudit
养老保险基金支出	socialInsuranceAudit
养老保险财政专户	socialInsuranceAudit
薪金、津贴、福利	socialInsuranceAudit
城乡居民医疗保险	socialInsuranceAudit
医疗保险基金预算	socialInsuranceAudit
基本医疗保险定点	socialInsuranceAudit
养老保险基金预算	socialInsuranceAudit
养老保险政策执行	socialInsuranceAudit
专项转移补助资金	socialInsuranceAudit
社会基本养老保险	socialInsuranceAudit
基本养老保险征收	socialInsuranceAudit
特殊教育补助资金	socialInsuranceAudit
社会保险缴纳年限	socialInsuranceAudit
养老保险基金征缴	socialInsuranceAudit
社会基本医疗保险	socialInsuranceAudit
失业保险基金财政	socialInsuranceAudit
失业保险财政专户	socialInsuranceAudit
基本医疗保险预缴	socialInsuranceAudit
住房公积金归集审计	socialInsuranceAudit
住房公积金提取审核	socialInsuranceAudit
住房公积金年度预算	socialInsuranceAudit
住房公积金财务会计	socialInsuranceAudit
住房公积金归集提取	socialInsuranceAudit
新农合医疗保险征缴	socialInsuranceAudit
住房公积金提取管理	socialInsuranceAudit
保障性住房安居工程	socialInsuranceAudit
保障房安居工程审计	socialInsuranceAudit
保障性安居工程任务	socialInsuranceAudit
保障性安居工程投资	socialInsuranceAudit
保障性安居工程预算	socialInsuranceAudit
保障性安居工程管理	socialInsuranceAudit
保障性安居工程补助	socialInsuranceAudit
住房公积金征集管理	socialInsuranceAudit
住房公积金自主缴纳	socialInsuranceAudit
基本养老保险费征缴	socialInsuranceAudit
居民养老保险基金预算	socialInsuranceAudit
基本养老保险基金预算	socialInsuranceAudit
基本养老保险基金决算	socialInsuranceAudit
基本医疗保险基金预算	socialInsuranceAudit
基本医疗保险财政补贴	socialInsuranceAudit
社会保险基金预算审计	socialInsuranceAudit
职工基本医疗保险支付	socialInsuranceAudit
城镇居民基本医疗保险	socialInsuranceAudit
工伤保险基金收支情况	socialInsuranceAudit
住房公积金阶段性支持	socialInsuranceAudit
基本养老保险基金支出	socialInsuranceAudit
城乡居民医疗保险征缴	socialInsuranceAudit
工伤保险政策执行情况	socialInsuranceAudit
基本养老保险基金审计	socialInsuranceAudit
基本养老保险基金支付	socialInsuranceAudit
医疗保险基金财政专户	socialInsuranceAudit
基本失业保险财政专户	socialInsuranceAudit
个人和家庭补助支出预算	socialInsuranceAudit
工伤保险基金的征缴基数	socialInsuranceAudit
新农合医疗保险财政补助	socialInsuranceAudit
保障性住房安居工程审计	socialInsuranceAudit
住房公积金政策执行情况	socialInsuranceAudit
基本养老保险费征缴期限	socialInsuranceAudit
企业职工养老保险基金预算	socialInsuranceAudit
新农合医疗保险征收和缴纳	socialInsuranceAudit
职工基本医疗保险基金预算	socialInsuranceAudit
基本医疗保险基金收入预算	socialInsuranceAudit
企业职工基本养老保险奖补	socialInsuranceAudit
工伤保险基金征缴和待遇支付	socialInsuranceAudit
养老保险养老金待遇相关业务	socialInsuranceAudit
县级农村社会养老保险相关业务	socialInsuranceAudit
企业职工基本养老保险基金收支	socialInsuranceAudit
困难群众基本生活救助补助资金	socialInsuranceAudit
城乡居民基本养老保险基金收支预算	socialInsuranceAudit
城镇居民社会养老保险待遇相关业务	socialInsuranceAudit
企业职工基本养老保险基金收支情况	socialInsuranceAudit
对已明令取消、暂停执行或者降低标准的财政收入项目，仍然依照原定项目、标准征收或者变换名称征收	auditProblem
未经审核的国外贷援款项目会计凭证为依据登记会计账簿或者会计账簿登记	auditProblem
未按照规定填制、取得国外贷援款项目原始凭证或者填制、取得的原始凭证	auditProblem
部分地方政府办医责任尚未落实，科学持续的补偿比例和机制尚未建立	auditProblem
地方政府及所属部门违规以财政收入、行政事业单位国有资产提供担保	auditProblem
对擅自内销、外发加工、走私保税货物的，海关是否按有关规定予以处	auditProblem
公积金缴存记录、贷款记录、账户余额记录、支取额记录等财务信息记	auditProblem
会计账簿登记以未经审核的国外贷援款项目会计凭证为依据登记会计账	auditProblem
人事分配制度、医疗价格调整细则、医院法人治理结构等改革推进缓慢	auditProblem
统计人员缺乏、环境统计业务素质低等因素影响了环境统计数据的质量	auditProblem
土地部门和社会保障部门均不掌握失地农民数量，难以使失地农民参与	auditProblem
违反规定，在征收期限内应收未收，或在征收期限到期后收取财政收入	auditProblem
未按年度财政预算、部门预算和用款计划，合理调度资金，确保资金供	auditProblem
未依法设置国外贷援款项目会计账簿和进行独立分账核算未依法设置国	auditProblem
项目资金收入不入账，如截留各种项目资金收入不入账，私设“小金库	auditProblem
预算单位违规保留实有资金账户，未在财政部门备案，游离于财政管理	auditProblem
住房公积金管理中心违反规定向职工购买、建造、翻建、大修自用住房	auditProblem
资金使用的最终效益不高，当期效益和周期性的效益未能得到完全体现	auditProblem
将上年非正常收益、支出项目作为编制国有资本经营预算收入、支出	auditProblem
明知债务人与出票人或者持票人的前手之间存在抗辩事由而取得票据	auditProblem
与施工、供货等单位存在利害关系的工程监理单位违规承担监理业务	auditProblem
竣工验收后未按规定时间向城乡规划主管部门报送有关竣工验收资料	auditProblem
对明知有欺诈、偷盗或者胁迫等情形，出于恶意取得票据的持票人	auditProblem
社会保险基金统筹层次未达到国家要求概念社会保险基金统筹层次	auditProblem
虚报预算支出项目或虚报人员编制等手段骗取财政拨款和其他经费	auditProblem
住房公积金管理机构违反财务制度截留、坐支住房公积金业务收入	auditProblem
行政事业性收费和罚没收入未实行“票款分离”、“罚缴分离”	auditProblem
每一项政府性基金结转资金规模超过该项基金当年收入的30%	auditProblem
财政部门及其他资金使用部门并没有真实完整反映资金结转情况	auditProblem
环境统计业务经费被挤占挪用环境统计业务经费被截留挤占挪用	auditProblem
将自筹资金的建设项目以国家建设项目申报，骗取国家建设资金	auditProblem
土地管理部门在土地出让金中未包含失地农民参加社保所需费用	auditProblem
伪报品名或技术参数骗取减免税伪报品名或技术参数骗取减免税	auditProblem
未按规定将住房公积金增值收益提取住房公积金贷款风险准备金	auditProblem
未按批复购买国债公积金管理中心以购买国债名义支出有关款项	auditProblem
未经住房公积金管理委员会批准，使用住房公积金用于购买国债	auditProblem
项目预算不细化，未将项目资金分配到具体支出项目和支出单位	auditProblem
擅自将农民集体所有的土地出让、转让或出租用于非农业建设	auditProblem
财政部门违规多头开户，即在一个商业银行开设多个银行账户	auditProblem
打印日期在审核日期、复审日期和输入日期任何一个日期之前	auditProblem
多列支出，转移资金，隐瞒企业利润，少缴国有资本经营收益	auditProblem
谎报年龄，在享受养老保险待遇的同时，享受失业保险待遇等	auditProblem
加工贸易企业未经海关批准擅自用国内料件替换进口保税料件	auditProblem
施工单位未按施工图设计进行施工、偷工减料，虚假验工计价	auditProblem
项目支出预算安排不合理，造成预算当年安排，项目下年执行	auditProblem
擅自扩大政府性基金征收范围、标准、对象和期限适法规用	auditProblem
国外贷援款项目账表不符、账账不符、账实不符、账证不符	auditProblem
经批准财政临时垫付的，今后有明确资金来源的待结算款项	auditProblem
擅自提高日常公用经费开支标准，如超标准购置交通工具等	auditProblem
审查部门及所属单位决算报表的电子数据与纸质数据不一致	auditProblem
未严格审批、管理和监督财政零余额账户和单位零余额账户	auditProblem
隐瞒已经就业的事实，以失业人员的身份骗领失业保险待遇	auditProblem
在日常公用经费拨款中列支未列入预算的会议费等三公经费	auditProblem
住房公积金管理部门管理不到位，未认证审核贷款申请资料	auditProblem
住房公积金中心、银行机构工作人员工作失误造成一房多贷	auditProblem
建设单位违规要求设计或者施工单位降低强制性建设标准	auditProblem
以违规出售、调拨、报损、报废等形式擅自处置国有资产	auditProblem
邀请招标时未向三家以上符合要求的单位发出投标邀请书	auditProblem
未依法设置国外贷援款项目会计账簿和进行独立分账核算	auditProblem
未经有关部门批准，擅自将非经营性资产转为经营性资产	auditProblem
未采取方案优化和限额设计等控制措施，导致预算超概算	auditProblem
未按规定对经营性用地等以招标拍卖挂牌方式出让使用权	auditProblem
对不履行约定义务的与自己有直接债权债务关系的持票人	auditProblem
非经营性项目的结余资金，未按投资来源比例归还投资方	auditProblem
海关对保税料件进出口单证及价格的审核是否按规定执行	auditProblem
海关中期核查作业的记录是否全部纳入计算机系统管理?	auditProblem
将上年非正常收入、支出作为编制预算收入、支出的依据	auditProblem
经营性项目的结余资金，未转入生产经营企业的有关资产	auditProblem
擅自改变财政收入项目的征收范围、标准、对象和期限	auditProblem
政府采购预算执行率低，造成资金连续结转且金额较大	auditProblem
出口加工区内企业深加工结转未经实质性加工销往区外	auditProblem
资产的产权登记、采购招标等不符合相关法律法规规定	auditProblem
用国有资产开办集体或私营企业，改变资产的国有性质	auditProblem
委托不具备政府采购业务代理资格的机构办理采购事务	auditProblem
违规擅自扩大政府性基金征收范围、标准、对象、期限	auditProblem
基本医疗保险参保人员利用他人住院资料骗取医保资金	auditProblem
地方税务等收入部门违规设置收入过渡户滞留财政收入	auditProblem
固定资产不及时入账，已完工项目不及时办理竣工决算	auditProblem
擅自改变预算外资金的用途，或将预算外资金挪作他用	auditProblem
违规向拖欠土地出让金的用地单位发放国有土地使用证	auditProblem
部门用财政资金安排所属经费自理事业单位的基本支出	auditProblem
地方项目主管部门越权审批地方项目主管部门越权审批	auditProblem
地方政府及所属部门违规出具承诺函、宽慰函提供担保	auditProblem
对外出借财政资金5.以预算调整为名，挪用财政资金	auditProblem
化整为零拆分项目规避审批化整为零拆分项目规避审批	auditProblem
将财政拨入的事业费、专款等改变用途，用于其他支出	auditProblem
受委托银行未按规定如实记录反映借款人偿还贷款情况	auditProblem
违规审批同意暂时进出境货物超过6个月仍未复运出境	auditProblem
未严格审查资金使用计划或未按资金使用计划申拨款项	auditProblem
往年结转政府采购资金未编入下一年度政府采购预算	auditProblem
滞留、隐瞒、截留、坐支应当上缴的政府性基金收入	auditProblem
未按规定的预算级次、预算科目缴库政府性基金收入	auditProblem
竣工验收档案管理不到位，档案资料移交滞后的错弊	auditProblem
采购人与供应商或者采购代理机构串通进行虚假招标	auditProblem
2012年及以前转移支付结转结余资金未安排使用	auditProblem
擅自改变预算外资金项目的范围、标准、对象和期限	auditProblem
应当进行产权界定而未进行，导致国有资产权益受损	auditProblem
各公积金银行账户间或与其他账户间资金的异常流动	auditProblem
海关对联网监管企业是否定期下厂盘库核对理论库存	auditProblem
计提方式未实际发生的补充医疗保险，导致多列成本	auditProblem
为了配合中央政府政策的实施引发的非常规预算调整	auditProblem
未按规定时间向城乡规划主管部门报送有关竣工验收	auditProblem
未严格审查预算单位支付手续、支付内容和支付款项	auditProblem
住房公积金管理部门内外勾结，恶意骗取公积金贷款	auditProblem
违规开设政府采购专户，将未执行资金从国库转出	auditProblem
财政部门将社保补助资金调剂使用或用于平衡预算	auditProblem
未按规定预算级次、预算科目缴库政府性基金收入	auditProblem
擅自扩大政府性基金征收范围、标准、对象和期限	auditProblem
纳入集中采购目录的政府采购项目未实行集中采购	auditProblem
利用住房公积金支持保障性住房建设试点项目贷款	auditProblem
将国有资产处置和出租出借收入用于人员经费支出	auditProblem
建设项目环境影响评价文件未经批准擅自开工建设	auditProblem
购置纳入政府采购范围的资产未依法实施政府采购	auditProblem
将国有资产低价折股、低价出售或者无偿分给个人	auditProblem
将预算收入存入财政专户或国库外设立的银行账户	auditProblem
施工图设计文件未经审查或者审查不合格擅自施工	auditProblem
违反清产核资程序或清产核资工作质量不符合要求	auditProblem
违规从事证券、期货交易或为交易提供资金及担保	auditProblem
未按规定在产权交易机构中进行国有产权转让交易	auditProblem
非经营性资产转经营性资产未收取国有资产占用费	auditProblem
财政部门将财政资金拨出并列支后转入暂存款存放	auditProblem
低报价格套取减免税额度低报价格套取减免税额度	auditProblem
发生销售退回后，未冲减产品销售收入，虚增收入	auditProblem
擅自扩大政府性基金征收范围、标准、对象、期限	auditProblem
擅自提高缴存基数和缴存比例，两项都超上限规定	auditProblem
实际进口超过征免税证明实际进口超过征免税证明	auditProblem
实际进口减免税额度超出征免税证明审批额度监管	auditProblem
使用国际组织或者外国政府贷款、援助资金的项目	auditProblem
土地部门未及时将失地农民社保费用划转社保部门	auditProblem
虚构中介业务套取手续费虚构中介业务套取手续费	auditProblem
因重大过失取得不符合票据法规定的票据的持票人	auditProblem
隐匿或者故意销毁依法应当保存的国外贷援款项目	auditProblem
用于超过企业所得税暂行条例规定限额的招待费用	auditProblem
重复收费，不同级次管理部门重复收取同一种费用	auditProblem
追加资金中应实行政府采购项目未纳入政府采购	auditProblem
行政事业收费、罚没收入未实行收支两条线管理	auditProblem
保税仓库和出口监管仓库未经批准变更仓库面积	auditProblem
政府采购预算执行率低，采购资金使用效益不高	auditProblem
一般公共预算资金结转2年以上未统筹安排使用	auditProblem
失业保险未及时参保登记或登记资料未及时复核	auditProblem
缴存、贷款、余额、支取额财务信息记录不准确	auditProblem
建设项目用地未履行相关手续和审批即开工建设	auditProblem
环境影响评价主体体制不顺，影响职能职责履行	auditProblem
国有资产处置和出租出借收入未按规定上缴国库	auditProblem
工伤保险基金支付不得以任何借口增加支出项目	auditProblem
不按照规定的预算级次、预算科目入库预算收入	auditProblem
挥霍(浪费、截留、克扣、挤占)财政扶贫资金	auditProblem
将不应当在预算内支出的款项转为预算内支出。	auditProblem
商业银行违规向境内非银行金融机构和企业投资	auditProblem
社保机构违规用社保基金进行担保、抵押或拆借	auditProblem
不依照规定的财政收入预算级次、预算科目入库	auditProblem
海关对联网监管企业电子账册是否实行定期核销	auditProblem
海关是否对企业料件、成品进出口情况进行分析	auditProblem
海关中期核查操作和授权批准人员是否职务分离	auditProblem
加工贸易合同档案是否按时整理，管理是否规范	auditProblem
可行性研究报告的审批程序不符合国家规定程序	auditProblem
以欺诈、偷盗或者胁迫等手段取得票据的持票人	auditProblem
应变价处理的库存设备、材料等未公开变价处理	auditProblem
未按规定进行年终结算结账导致报表数据不实	auditProblem
不作价设备擅自销售、转让、抵押或移作他用	auditProblem
保税仓库和出口监管仓库不符合仓库设立要求	auditProblem
保税仓库和出口监管仓库存放国家禁止类商品	auditProblem
财务报表中收入、费用、利润类科目确认不实	auditProblem
工程监理单位发现安全事故隐患未按要求履职	auditProblem
总预算会计报表编制不真实、不完整、不合规	auditProblem
住房公积金个贷率和运用率过低、沉淀率过高	auditProblem
政府性基金收入征收未纳入非税收入征管系统	auditProblem
医保定点医疗机构虚计药品用量套取医保资金	auditProblem
未按规定比例预留工程质量保证金或尾工工程	auditProblem
投资费用未按概算项目归集，实际投资超概算	auditProblem
基本医疗保险参保人员虚假住院骗取医保资金	auditProblem
对政府采购代理机构资格认定不严格、不及时	auditProblem
地方政府及所属部门为融资平台公司违规注资	auditProblem
达到政府采购限额标准未按规定标准进行采购	auditProblem
城镇超龄人员参加城镇企业职工基本养老保险	auditProblem
财政部门将国库资金转入财政专户并虚列支出	auditProblem
保险公司自身投保业务虚挂代理业务套取佣金	auditProblem
不按照招标文件和中标人的投标文件订立合同	auditProblem
多(少)计工程款(虚报冒领工程款) 63	auditProblem
将财产低价出售或无偿处置给其他单位或个人	auditProblem
擅自设立行政性收费、基金等预算外资金项目	auditProblem
应纳入预算管理的非税收入，未纳入预算管理	auditProblem
对必须列入预算的收入、支出予以隐瞒或少列	auditProblem
非经营性项目的结余资金，未按规定比例分配	auditProblem
个人缴存比例低于政策规定个人缴存比例下限	auditProblem
将不应当在预算内支出的款项转为预算内支出	auditProblem
外发加工是否有严格审批制度和业务操作规程	auditProblem
伪造、变造、买卖、出租、出借医师执业证书	auditProblem
新上马并已经投产的企业未纳入环境统计管理	auditProblem
以虚假或不合法的抵（质）押物作为担保获得	auditProblem
在人员经费拨款中列支未列入预算的住房补贴	auditProblem
施工图设计未经审查或审查不合格擅自施工	auditProblem
混淆保税区内企业加工贸易制成品内销税率	auditProblem
保税仓库和出口监管仓库超期存放监管货物	auditProblem
自行将行政事业性收费转为经营服务性收费	auditProblem
支出预算安排不符合国家产业结构调整方向	auditProblem
医保定点医疗机构超标准收费套取医保资金	auditProblem
医保定点零售药店违规扩大医保卡支付范围	auditProblem
项目竣工未按规定进行消防验收和环境验收	auditProblem
未按规定处理存款利息收入或财政贴息资金	auditProblem
私存私放外国政府、国际金融组织贷款赠款	auditProblem
纳税人增值税销售收入大于企业所得税收入	auditProblem
门诊次数异常频繁、违规使用医疗保险资金	auditProblem
勘察工作欠细致，程序不规范造成损失浪费	auditProblem
进城务工农民未参加企业职工基本养老保险	auditProblem
建设项目环境风险评价制度不完善、不健全	auditProblem
对参加政府采购的供应商资质审核把关不严	auditProblem
城镇企业职工基本医疗保险缴费基数未核定	auditProblem
城镇企业职工基本医疗保险缴费比例不合规	auditProblem
部门预算资金结转2年以上未统筹安排使用	auditProblem
部门决算结转结余不真实、不完整、不合规	auditProblem
部分单位重复申报、多申报骗取职业培训费	auditProblem
保险公司以职务消费为名虚列费用套取资金	auditProblem
不按规定办理取得资产的转移手续造成损失	auditProblem
概算(预算)外投资(计划外工程) 60	auditProblem
挤占社会保险基金购置办公设备等固定资产	auditProblem
商业银行违规从事股票业务或信托投资业务	auditProblem
投资项目资本金占总投资的比例不符合规定	auditProblem
未按要求办理国有资产评估核准、备案手续	auditProblem
未正确核算已完工、已交付使用的固定资产	auditProblem
未按规定将土地出让收入及时足额缴入国库	auditProblem
擅自改变预算收入项目、标准、对象和期限	auditProblem
截留、挪用、贪污、私分残疾人就业保障金	auditProblem
缴费单位未按规定申报应缴纳的社会保险费	auditProblem
部分项目设置交叉重复、资金投向较为分散	auditProblem
参保企业未及时缴纳职工医疗养老保险费用	auditProblem
城镇企业职工基本医疗保险未及时参保登记	auditProblem
发放保障性住房建设贷款规模超过规定要求	auditProblem
发放超过“工效挂钩核定工资总额”的奖金	auditProblem
关注期内某种提取类型多次申请提取公积金	auditProblem
海关后期核销管理是否有专门的部门和人员	auditProblem
海关是否有专门中期核查的管理机构和人员	auditProblem
行政事业收费、罚没收入未实行收支两条线	auditProblem
前期登记备案合同单证资料是否齐全、有效	auditProblem
任何建设占用耕地必须履行开垦耕地的义务	auditProblem
擅自扩大政府性基金征收范围、标准、对象	auditProblem
实行联网监管的企业海关是否中期下厂核查	auditProblem
违规提取个人住房公积金账号内的存储余额	auditProblem
未与抵押人协商即擅自将抵押物拍卖或变卖	auditProblem
物资采购数量不真实，虚报工作量提款报账	auditProblem
向水体排放的构筑物其任务是使排放的污水	auditProblem
虚报基建项目或多报工程预算骗取财政资金	auditProblem
预算编制不完整，应纳入预算的未纳入预算	auditProblem
账户开户日期出生日期不规范户日期不规范	auditProblem
未按照规定申报追加或调整政府采购预算	auditProblem
乱收费、未经批准设立并征收政府性基金	auditProblem
住房公积金中心办理无预算和超预算支出	auditProblem
单位或个人未按规定申报缴纳社会保险费	auditProblem
建设单位未按要求办理工程质量监督手续	auditProblem
工程监理单位未按照规定收取监理服务费	auditProblem
总监理工程师资格和履职范围不符合要求	auditProblem
总包单位将工程分包给不具备资质的单位	auditProblem
住房公积金中心办理无预算、超预算支出	auditProblem
证券公司参与参与中期票据二级市场交易	auditProblem
政府性基金结转资金超过当年收入30%	auditProblem
招标代理机构无资格或者不符合规定条件	auditProblem
一般公共预算结转结余资金未按规定清理	auditProblem
未按规定提取住房公积金贷款风险准备金	auditProblem
未按规定计提住房公积金贷款风险准备金	auditProblem
违规提取个人住房公积金账号内存储余额	auditProblem
违规核销欠缴的企业职工基本养老保险费	auditProblem
违反规定滞留、截留、挪用或坐支非税收	auditProblem
违法订立与招投标文件不符的合同或协议	auditProblem
随意变更或未按规定变更国外贷援款项目	auditProblem
破产企业注销一次性缴纳基本养老保险费	auditProblem
扩大住房公积金其他业务开支标准和范围	auditProblem
经审批同意处置的资产未按规定进行处置	auditProblem
缴存职工可提取的最高额度超出规定限额	auditProblem
将国库资金转入财政专户并虚列支出问题	auditProblem
建设项目建设成本不真实，存在帐外资产	auditProblem
计量单位错误造成工程量清单编制不正确	auditProblem
国有资产处置未履行法定程序和审批手续	auditProblem
工程结算因土石比的认定错误多计工程款	auditProblem
概算执行不严，擅自扩大规模、提高标准	auditProblem
非税收入未实现“收支脱钩、收缴分离”	auditProblem
城市建设项目环评管理的监管机制不完善	auditProblem
“三公经费”预算编制及公开不符合规定	auditProblem
少(多)计利润(或者虚增、虚减利润)	auditProblem
少(多)计收入(或者隐瞒、虚列收入)	auditProblem
投标人数量不符合法定要求而不重新招标	auditProblem
转移、侵占和挪用建设资金及其利息收入	auditProblem
转移挪用社会保险基金利息收入、滞纳金	auditProblem
用人单位未按规定缴纳残疾人就业保障金	auditProblem
土地使用者未按时足额缴纳土地出让收入	auditProblem
土地使用者未按规定缴纳应补缴的出让金	auditProblem
边角料、残次品处理是否下厂核查后核销	auditProblem
部分账簿未按规定纳入法定账册统一核算	auditProblem
财务制度截留、坐支住房公积金业务收入	auditProblem
高管获得政府奖金收入未申报个人所得税	auditProblem
海关后期核销管理是否有相应的操作规程	auditProblem
海关中期核查是否有相应的业务操作规程	auditProblem
环境统计年报数据不准确的原因主要有：	auditProblem
基建项目已验收，但长期不办理羧工决算	auditProblem
擅自提高缴费比例，缴存比例超上限规定	auditProblem
擅自提高缴费基数，缴存基数超上限规定	auditProblem
违规审批、越权审批暂时进出口货物期限	auditProblem
未及时与人民银行及上下级财政部门对账	auditProblem
向单位、个人收取国家规定项目外的资金	auditProblem
应交财政的竣工结余资金未及时上交财政	auditProblem
住房公积金提取人未缴存住房公积金审查	auditProblem
自收自支事业单位工作人员社会养老保险	auditProblem
滞留、截留、挪用应当上缴的财政收入	auditProblem
勘察、设计单位未执行相关标准和要求	auditProblem
贸易管制类商品未按许可证规定进出口	auditProblem
未经批准擅将保税料件外发加工、转卖	auditProblem
保税仓库和出口监管仓库受托人未登记	auditProblem
财务报表中所有者权益类科目确认不实	auditProblem
住房公积金贷款受委托银行不符合规定	auditProblem
社会保险基金统筹层次未达到国家要求	auditProblem
发放保障性住房建设贷款规模超过规定	auditProblem
政府性债务资金违规投向“两高一剩”	auditProblem
增值税纳税人长期零申报且已购领发票	auditProblem
再次购房未满N年支取住房公积金情况	auditProblem
用占有、使用的国有资产举办经济实体	auditProblem
隐瞒、截留、挤占、挪用国有资产收入	auditProblem
虚构保险业务虚增保费收入和应收保费	auditProblem
未经充分论证和研究编报项目支出预算	auditProblem
未按规定程序采购住房公积金管理系统	auditProblem
违规减免、缓征、先征后返政府性基金	auditProblem
私存私放财政资金或者其他公款、资产	auditProblem
区域内城镇生活污水处理能力严重不足	auditProblem
其他途径筹资环保资金使用管理不规范	auditProblem
截留失业保险基金财政专户保险费收入	auditProblem
缴存职工可提取最高额度超出规定限额	auditProblem
加工贸易手册内销价格低于原进口价格	auditProblem
加工贸易手册超期未报核而备案新手册	auditProblem
国有资本经营收益应编未编入部门预算	auditProblem
分包单位对承建的分包工程再进行分包	auditProblem
房地产开发商未按规定缴纳期房保证金	auditProblem
对审批新建项目未落实污染减排等要求	auditProblem
对参加政府采购的专家审核管理不到位	auditProblem
贷款人扣款账户与还款账号都为空情况	auditProblem
城镇职工基本医疗保险缴费基数未核定	auditProblem
城镇企业职工基本医疗保险未及时参保	auditProblem
财政专项资金（基金）存量未使用情况	auditProblem
财政部门滞拨基本养老保险财政专户款	auditProblem
不按照规定的预算级次、预算科目入库	auditProblem
保税仓库和出口监管仓库委托他人经营	auditProblem
将在预算外支出的款项转为预算内支出	auditProblem
借出或挪用社会保险基金兴办经济实体	auditProblem
违反规定扩大开支范围、提高开支标准	auditProblem
违规提前征收、延缓征收或者摊派税款	auditProblem
未经批准将非经营性资产转经营性资产	auditProblem
未按合同约定期限和条件开发利用土地	auditProblem
未按规定审批减缴、免缴、缓缴排污费	auditProblem
未按规定对社会保险基金进行保值增值	auditProblem
土地使用者未经批准擅自改变土地用途	auditProblem
擅自转让、出租、抵押划拨土地使用权	auditProblem
侵占、截留、挤占、挪用环保专项资金	auditProblem
截留、挤占、挪用、贪污社会保险基金	auditProblem
多(少)计工程款(虚报冒领工程款)	auditProblem
部分污染源未纳入环境统计管理的表现	auditProblem
处置汽车变价收入，漏缴增值税及附加	auditProblem
畜禽养殖的污染防治不力，监管不到位	auditProblem
海关对前期登记备案有无内部签收制度	auditProblem
海关对已核销合同是否按规定及时结案	auditProblem
会计报表编制不真实、不完整、不合规	auditProblem
基建项目早已完工，但长期不组织验收	auditProblem
挪用行政事业费拨款，支付基建工程款	auditProblem
违反相关司法解释处置借款人抵押资产	auditProblem
伪造失业登记证件，骗领失业保险待遇	auditProblem
未按规定保管国外贷援款项目会计资料	auditProblem
未按规定注销职工住房公积金账户目标	auditProblem
虚报工程量或使用不合格支出提款报账	auditProblem
银行借款进入国家产业政策限制的行业	auditProblem
支出预算安排不符合国家产业结构调整	auditProblem
支付给国内、外客户的销售佣金、回扣	auditProblem
收到上级转移支付时间较晚形成结余	auditProblem
未足额计提预算周转金导致虚增结余	auditProblem
违反规定缓收、减免或不收财政收入	auditProblem
三公经费预算编制及公开不符合规定	auditProblem
擅自挪用和处置国际组织贷援款物资	auditProblem
保税仓库和出口监管仓库面积不达标	auditProblem
投资总额变更未申报套取减免税额度	auditProblem
监管期内减免税设备未经审批即报废	auditProblem
贷款首付比例小于政策规定首付比例	auditProblem
未按照规定审批职工提取住房公积金	auditProblem
贷款月还款额度超过家庭收入50%	auditProblem
贪污、重复报销新农村合作医疗资金	auditProblem
自身投保业务虚挂代理业务套取佣金	auditProblem
专项转移支付结转资金未按规定清理	auditProblem
住房公积金提取人未缴存住房公积金	auditProblem
证券公司参与中期票据二级市场交易	auditProblem
政府性债务资金违规用作项目资本金	auditProblem
政府性基金预算结转资金未统筹使用	auditProblem
政府性基金收支未编入年初部门预算	auditProblem
政府性基金连续结转未及时安排使用	auditProblem
政府采购收取及退还履约保证金情况	auditProblem
在重点地区、行业水污染物减排中的	auditProblem
越权批准建设项目环境影响评价文件	auditProblem
以不合规抵（质）押物担保获得贷款	auditProblem
未具备条件而提出整体竣工验收申请	auditProblem
未还清住房公积金贷款再次取得贷款	auditProblem
未按规定提取公积金贷款风险准备金	auditProblem
违反党政机关办公楼建设规定的行为	auditProblem
为商品住房开发发放住房公积金贷款	auditProblem
森林植被恢复工程设计和施工不规范	auditProblem
利用农产品虚假抵扣虚开增值税发票	auditProblem
利用非失业人员资料骗取职业培训费	auditProblem
截留失业保险基金收入户保险费收入	auditProblem
将国库资金转入财政专户并虚列支出	auditProblem
将概算外支出或超概算部分计入成本	auditProblem
加工贸易出口成品中含出口应税商品	auditProblem
基本医疗保险保险费收入上解不及时	auditProblem
基本养老保险财政专户存款少计利息	auditProblem
环保部门排污费使用管理内控不健全	auditProblem
工程及设备物资采购招标程序的违规	auditProblem
概算执行不严，未按照批准内容执行	auditProblem
对应淘汰落后产能企业仍予审批新建	auditProblem
对白酒消费税最低计税价格审核不严	auditProblem
第三方核查机构提供虚假碳排放报告	auditProblem
报表反映年终清算事项不真实不完整	auditProblem
2015年以后违规设立偿债准备金	auditProblem
企业之间擅自办理借贷或者变相借贷	auditProblem
违规买卖或以其他形式非法转让土地	auditProblem
