e1,r,e2,extracted_from,layer
专项资金扶持,org_of_audit,财政部,2,5
专项资金支付,org_of_audit,财政部,2,5
专项资金支持,org_of_audit,商务部,2,5
专项资金支持,org_of_audit,科技部,2,5
专项资金支持,org_of_audit,自治区,2,5
专项资金支持,org_of_audit,财政部,2,5
专项资金收入,org_of_audit,自治区,2,5
专项资金收入,org_of_audit,财政部,2,5
专项资金清理,org_of_audit,商务部,2,5
专项资金清理,org_of_audit,财政部,2,5
专项资金结转,org_of_audit,财政部,2,5
专项资金统筹,org_of_audit,商务部,2,5
专项资金补助,org_of_audit,财政部,2,5
专项资金贷款,org_of_audit,自治区,2,5
专项资金项目,org_of_audit,自治区,2,5
专项资金项目,org_of_audit,财政部,2,5
专项金融债券,org_of_audit,自治区,2,5
中央抗旱物资,org_of_audit,水利部,2,5
中央政府债券,org_of_audit,自治区,2,5
中央政府债券,org_of_audit,财政部,2,5
中央防汛物资,org_of_audit,水利部,2,5
中央预算收入,org_of_audit,自治区,2,5
中央预算收入,org_of_audit,财政部,2,5
中间业务收入,org_of_audit,财政部,2,5
主要预算收入,org_of_audit,财政部,2,5
事业专项资金,org_of_audit,财政部,2,5
事业发展资金,org_of_audit,财政部,2,5
事业收费项目,org_of_audit,财政部,2,5
事项办理流程,org_of_audit,自治区,2,5
产业专项资金,org_of_audit,财政部,2,5
产业发展基金,org_of_audit,自治区,2,5
产业政策调整,org_of_audit,自治区,2,5
代理记账业务,org_of_audit,自治区,2,5
任务执行情况,org_of_audit,自治区,2,5
任务执行情况,org_of_audit,财政部,2,5
企业事业收入,org_of_audit,财政部,2,5
企业合并资产,org_of_audit,财政部,2,5
企业员工持股,org_of_audit,自治区,2,5
企业员工持股,org_of_audit,财政部,2,5
企业国资预算,org_of_audit,财政部,2,5
企业境外所得,org_of_audit,财政部,2,5
企业年报审计,org_of_audit,财政部,2,5
企业提供应税,org_of_audit,财政部,2,5
企业治理结构,org_of_audit,自治区,2,5
企业治理结构,org_of_audit,财政部,2,5
企业登记共享,org_of_audit,自治区,2,5
企业经济效益,org_of_audit,自治区,2,5
企业经济效益,org_of_audit,财政部,2,5
企业编制年报,org_of_audit,财政部,2,5
企业补贴资金,org_of_audit,公安部,2,5
企业财务数据,org_of_audit,自治区,2,5
企业财务数据,org_of_audit,财政部,2,5
企业财务状况,org_of_audit,财政部,2,5
企业重组业务,org_of_audit,财政部,2,5
住房货币补贴,org_of_audit,自治区,2,5
体制机制制度,org_of_audit,自治区,2,5
保险公司财务,org_of_audit,公安部,2,5
保险资金投资,org_of_audit,自治区,2,5
保险资金投资,org_of_audit,财政部,2,5
信息共享协同,org_of_audit,商务部,2,5
信息资源共享,org_of_audit,自治区,2,5
信息资源共享,org_of_audit,财政部,2,5
债券托管账户,org_of_audit,财政部,2,5
免税商品清单,org_of_audit,财政部,2,5
公共预算收入,org_of_audit,自治区,2,5
公共预算收入,org_of_audit,财政部,2,5
公司治理结构,org_of_audit,自治区,2,5
其他主要出资,org_of_audit,财政部,2,5
其他授权支付,org_of_audit,财政部,2,5
养老保险公司,org_of_audit,自治区,2,5
养老保险基金,org_of_audit,公安部,2,5
养老保险基金,org_of_audit,自治区,2,5
养老保险基金,org_of_audit,财政部,2,5
内部控制情况,org_of_audit,财政部,2,5
内部控制报告,org_of_audit,财政部,2,5
农机报废回收,org_of_audit,商务部,2,5
农机报废更新,org_of_audit,财政部,2,5
农机购置补贴,org_of_audit,自治区,2,5
农机购置补贴,org_of_audit,财政部,2,5
剩余结转资金,org_of_audit,财政部,2,5
加工贸易台账,org_of_audit,商务部,2,5
加工贸易审批,org_of_audit,商务部,2,5
医疗保险支付,org_of_audit,自治区,2,5
医疗保障经费,org_of_audit,自治区,2,5
医疗保障经费,org_of_audit,财政部,2,5
卫生防疫津贴,org_of_audit,财政部,2,5
县域经济发展,org_of_audit,自治区,2,5
受托执行案件,org_of_audit,自治区,2,5
固定资产管理,org_of_audit,财政部,2,5
固定资产购置,org_of_audit,科技部,2,5
国家产业政策,org_of_audit,商务部,2,5
国家产业政策,org_of_audit,自治区,2,5
国家产业政策,org_of_audit,财政部,2,5
国库会计管理,org_of_audit,财政部,2,5
国库现金收支,org_of_audit,财政部,2,5
国库资金收支,org_of_audit,财政部,2,5
国库集中支付,org_of_audit,科技部,2,5
国库集中支付,org_of_audit,自治区,2,5
国有资产分布,org_of_audit,财政部,2,5
国有资产处置,org_of_audit,水利部,2,5
国有资产处置,org_of_audit,自治区,2,5
国有资产处置,org_of_audit,财政部,2,5
国有资产年报,org_of_audit,自治区,2,5
国有资产情况,org_of_audit,财政部,2,5
国有资产管理,org_of_audit,水利部,2,5
国有资产管理,org_of_audit,自治区,2,5
国有资产管理,org_of_audit,财政部,2,5
国有资产购置,org_of_audit,财政部,2,5
国有资产配置,org_of_audit,自治区,2,5
国有资产配置,org_of_audit,财政部,2,5
国有资本审计,org_of_audit,自治区,2,5
国有资本经营,org_of_audit,自治区,2,5
国有资本经营,org_of_audit,财政部,2,5
国有资本预算,org_of_audit,财政部,2,5
国有金融资本,org_of_audit,自治区,2,5
国有金融资本,org_of_audit,财政部,2,5
地方债券发行,org_of_audit,财政部,2,5
地方债收益率,org_of_audit,财政部,2,5
地方政府融资,org_of_audit,财政部,2,5
地方政府采购,org_of_audit,财政部,2,5
地方水利建设,org_of_audit,自治区,2,5
地方水利建设,org_of_audit,财政部,2,5
地方转移支付,org_of_audit,财政部,2,5
地方预算收入,org_of_audit,自治区,2,5
地方预算收入,org_of_audit,财政部,2,5
地质环境治理,org_of_audit,自治区,2,5
地质环境治理,org_of_audit,财政部,2,5
城市转移支付,org_of_audit,自治区,2,5
城市转移支付,org_of_audit,财政部,2,5
基本养老保险,org_of_audit,自治区,2,5
基本养老保险,org_of_audit,财政部,2,5
基本医疗保险,org_of_audit,自治区,2,5
基本医疗保险,org_of_audit,财政部,2,5
基本建设投资,org_of_audit,水利部,2,5
基本建设投资,org_of_audit,自治区,2,5
基本建设投资,org_of_audit,财政部,2,5
基本建设支出,org_of_audit,水利部,2,5
基本建设结余,org_of_audit,自治区,2,5
基本建设项目,org_of_audit,公安部,2,5
基本建设项目,org_of_audit,自治区,2,5
基本建设项目,org_of_audit,财政部,2,5
基本建设预算,org_of_audit,科技部,2,5
基本建设预算,org_of_audit,财政部,2,5
基金托管账户,org_of_audit,财政部,2,5
契税征收管理,org_of_audit,自治区,2,5
契税申报管理,org_of_audit,自治区,2,5
安居工程审计,org_of_audit,自治区,2,5
完工项目结余,org_of_audit,财政部,2,5
定期定额征收,org_of_audit,自治区,2,5
定点入围采购,org_of_audit,财政部,2,5
定点印刷采购,org_of_audit,财政部,2,5
就业专项资金,org_of_audit,自治区,2,5
就业专项资金,org_of_audit,财政部,2,5
工业发展资金,org_of_audit,财政部,2,5
工商户所得税,org_of_audit,财政部,2,5
工程竣工造价,org_of_audit,财政部,2,5
工程跟踪审计,org_of_audit,自治区,2,5
工程跟踪审计,org_of_audit,财政部,2,5
工程项目预算,org_of_audit,财政部,2,5
市县转移支付,org_of_audit,自治区,2,5
年度执行情况,org_of_audit,科技部,2,5
年度执行情况,org_of_audit,财政部,2,5
年度转移支付,org_of_audit,财政部,2,5
年度预算收入,org_of_audit,自治区,2,5
年度预算收入,org_of_audit,财政部,2,5
年度预算收支,org_of_audit,公安部,2,5
年度预算收支,org_of_audit,商务部,2,5
年度预算收支,org_of_audit,水利部,2,5
年度预算收支,org_of_audit,科技部,2,5
年度预算收支,org_of_audit,自治区,2,5
年度预算编制,org_of_audit,财政部,2,5
年度预算资金,org_of_audit,财政部,2,5
年度预算项目,org_of_audit,财政部,2,5
应付未付款项,org_of_audit,财政部,2,5
应付职工工资,org_of_audit,自治区,2,5
建设单位管理,org_of_audit,财政部,2,5
建设项目清单,org_of_audit,财政部,2,5
建设项目资金,org_of_audit,财政部,2,5
征收管理执行,org_of_audit,自治区,2,5
循环经济发展,org_of_audit,商务部,2,5
循环经济发展,org_of_audit,财政部,2,5
总体预算编制,org_of_audit,财政部,2,5
投标管理办法,org_of_audit,自治区,2,5
招标投标审计,org_of_audit,商务部,2,5
支付管理过程,org_of_audit,财政部,2,5
改革发展资金,org_of_audit,财政部,2,5
政府一般债券,org_of_audit,财政部,2,5
政府优先采购,org_of_audit,财政部,2,5
政府会计核算,org_of_audit,财政部,2,5
政府债券发行,org_of_audit,财政部,2,5
政府债券项目,org_of_audit,自治区,2,5
政府债务余额,org_of_audit,自治区,2,5
政府债务余额,org_of_audit,财政部,2,5
政府债务管理,org_of_audit,财政部,2,5
政府债务结构,org_of_audit,财政部,2,5
政府债权债务,org_of_audit,财政部,2,5
政府公共支出,org_of_audit,财政部,2,5
政府宏观决策,org_of_audit,自治区,2,5
政府担保基金,org_of_audit,自治区,2,5
政府收入分配,org_of_audit,财政部,2,5
政府收支项目,org_of_audit,财政部,2,5
政府新增债券,org_of_audit,自治区,2,5
政府综合财务,org_of_audit,自治区,2,5
政府采购执行,org_of_audit,财政部,2,5
政府采购支持,org_of_audit,财政部,2,5
政府采购清单,org_of_audit,财政部,2,5
政府采购管理,org_of_audit,公安部,2,5
政府采购管理,org_of_audit,自治区,2,5
政府采购评审,org_of_audit,财政部,2,5
政府预算支出,org_of_audit,财政部,2,5
政府预算预算,org_of_audit,自治区,2,5
政府预算预算,org_of_audit,财政部,2,5
政策性金融债,org_of_audit,财政部,2,5
政策执行过程,org_of_audit,财政部,2,5
教育专项资金,org_of_audit,自治区,2,5
教育转移支付,org_of_audit,财政部,2,5
新增政府债券,org_of_audit,自治区,2,5
新增政府债券,org_of_audit,财政部,2,5
新增政府债务,org_of_audit,财政部,2,5
月度执行情况,org_of_audit,财政部,2,5
机动车车船税,org_of_audit,自治区,2,5
机场转移支付,org_of_audit,财政部,2,5
标准执行情况,org_of_audit,财政部,2,5
核定应缴费款,org_of_audit,财政部,2,5
核定征收比例,org_of_audit,自治区,2,5
核定征收管理,org_of_audit,自治区,2,5
核定征收管理,org_of_audit,财政部,2,5
民族转移支付,org_of_audit,自治区,2,5
水利发展资金,org_of_audit,水利部,2,5
水利发展资金,org_of_audit,自治区,2,5
水利发展资金,org_of_audit,财政部,2,5
水利建设基金,org_of_audit,公安部,2,5
水利建设基金,org_of_audit,水利部,2,5
水利建设基金,org_of_audit,自治区,2,5
水污染物排放,org_of_audit,自治区,2,5
汇总财政决算,org_of_audit,财政部,2,5
洪水影响评价,org_of_audit,水利部,2,5
海南离岛免税,org_of_audit,财政部,2,5
淘汰落后产能,org_of_audit,商务部,2,5
淘汰落后产能,org_of_audit,自治区,2,5
淘汰落后产能,org_of_audit,财政部,2,5
渔业产业政策,org_of_audit,财政部,2,5
渔业发展补助,org_of_audit,财政部,2,5
特殊转移支付,org_of_audit,财政部,2,5
环境影响评价,org_of_audit,环境部,2,5
环境影响评价,org_of_audit,自治区,2,5
环境监测收费,org_of_audit,财政部,2,5
电子联网审批,org_of_audit,商务部,2,5
监督管理执法,org_of_audit,自治区,2,5
监督管理过程,org_of_audit,财政部,2,5
相关转移支付,org_of_audit,自治区,2,5
相关转移支付,org_of_audit,财政部,2,5
短期政府债券,org_of_audit,财政部,2,5
社会保险征缴,org_of_audit,财政部,2,5
社会保险管理,org_of_audit,自治区,2,5
社保基金财务,org_of_audit,财政部,2,5
离岛免税政策,org_of_audit,商务部,2,5
离岛免税政策,org_of_audit,财政部,2,5
科技专项资金,org_of_audit,自治区,2,5
科研专项经费,org_of_audit,科技部,2,5
科研专项经费,org_of_audit,财政部,2,5
科研专项资金,org_of_audit,科技部,2,5
科研专项资金,org_of_audit,财政部,2,5
移民扶持基金,org_of_audit,自治区,2,5
税收减免管理,org_of_audit,财政部,2,5
税收征收管理,org_of_audit,商务部,2,5
税收征收管理,org_of_audit,水利部,2,5
税收征收管理,org_of_audit,税务总,2,5
税收征收管理,org_of_audit,自治区,2,5
税收征收管理,org_of_audit,财政部,2,5
税收征管情况,org_of_audit,财政部,2,5
税收收入征缴,org_of_audit,财政部,2,5
税收管理办法,org_of_audit,自治区,2,5
竣工财务决算,org_of_audit,财政部,2,5
纳税审核规范,org_of_audit,财政部,2,5
经济体制改革,org_of_audit,公安部,2,5
经济体制改革,org_of_audit,自治区,2,5
经济体制改革,org_of_audit,财政部,2,5
经营管理情况,org_of_audit,财政部,2,5
结余结转资金,org_of_audit,自治区,2,5
结余结转资金,org_of_audit,财政部,2,5
结余财政资金,org_of_audit,自治区,2,5
结余资金处理,org_of_audit,财政部,2,5
结余资金清理,org_of_audit,财政部,2,5
结构优化发展,org_of_audit,自治区,2,5
股权托管交易,org_of_audit,财政部,2,5
股权投资收益,org_of_audit,商务部,2,5
自动进口许可,org_of_audit,商务部,2,5
行政事业经费,org_of_audit,财政部,2,5
补助资金支付,org_of_audit,财政部,2,5
证券期货审计,org_of_audit,财政部,2,5
证券登记结算,org_of_audit,自治区,2,5
证券登记结算,org_of_audit,财政部,2,5
试点征收管理,org_of_audit,自治区,2,5
财务会计决算,org_of_audit,自治区,2,5
财务会计决算,org_of_audit,财政部,2,5
财务会计核算,org_of_audit,自治区,2,5
财务会计核算,org_of_audit,财政部,2,5
财务会计预算,org_of_audit,自治区,2,5
财务会计预算,org_of_audit,财政部,2,5
财务决算审计,org_of_audit,财政部,2,5
财务收支管理,org_of_audit,自治区,2,5
财政专项资金,org_of_audit,水利部,2,5
财政专项资金,org_of_audit,自治区,2,5
财政体制改革,org_of_audit,自治区,2,5
财政体制调整,org_of_audit,自治区,2,5
财政债务管理,org_of_audit,财政部,2,5
财政投入情况,org_of_audit,财政部,2,5
财政收支管理,org_of_audit,自治区,2,5
财政暂付款的,org_of_audit,财政部,2,5
财政直接拨付,org_of_audit,财政部,2,5
财政管理绩效,org_of_audit,自治区,2,5
财政管理绩效,org_of_audit,财政部,2,5
财政资金奖补,org_of_audit,自治区,2,5
财政资金损益,org_of_audit,财政部,2,5
财政预算收入,org_of_audit,财政部,2,5
财政预算编制,org_of_audit,自治区,2,5
财政预算编制,org_of_audit,财政部,2,5
资产交易业务,org_of_audit,财政部,2,5
资产评估业务,org_of_audit,自治区,2,5
资产评估业务,org_of_audit,财政部,2,5
资产转让业务,org_of_audit,财政部,2,5
资金分配情况,org_of_audit,自治区,2,5
资金分配情况,org_of_audit,财政部,2,5
资金分配管理,org_of_audit,财政部,2,5
资金存放业务,org_of_audit,财政部,2,5
资金存放账户,org_of_audit,财政部,2,5
资金收支管理,org_of_audit,水利部,2,5
资金收支管理,org_of_audit,财政部,2,5
资金清算业务,org_of_audit,财政部,2,5
资金结余结转,org_of_audit,财政部,2,5
资金绩效管理,org_of_audit,水利部,2,5
资金绩效管理,org_of_audit,自治区,2,5
资金绩效管理,org_of_audit,财政部,2,5
资金跟踪审计,org_of_audit,自治区,2,5
资金运用管理,org_of_audit,财政部,2,5
转移支付审计,org_of_audit,财政部,2,5
转移支付收入,org_of_audit,财政部,2,5
转移支付结转,org_of_audit,财政部,2,5
转移支付项目,org_of_audit,科技部,2,5
转移支付项目,org_of_audit,自治区,2,5
转移支付项目,org_of_audit,财政部,2,5
转移支付预算,org_of_audit,财政部,2,5
进出口环节税,org_of_audit,财政部,2,5
进口商品清单,org_of_audit,财政部,2,5
进口自动许可,org_of_audit,商务部,2,5
进口许可清单,org_of_audit,商务部,2,5
部分转移支付,org_of_audit,财政部,2,5
部门专项资金,org_of_audit,财政部,2,5
部门决算编审,org_of_audit,财政部,2,5
部门基本支出,org_of_audit,财政部,2,5
部门政府购买,org_of_audit,财政部,2,5
部门综合收支,org_of_audit,财政部,2,5
部门非税收入,org_of_audit,财政部,2,5
部门预算审核,org_of_audit,财政部,2,5
部门预算支出,org_of_audit,水利部,2,5
部门预算支出,org_of_audit,财政部,2,5
部门预算收入,org_of_audit,自治区,2,5
部门预算资金,org_of_audit,财政部,2,5
部门预算项目,org_of_audit,财政部,2,5
重点专项资金,org_of_audit,自治区,2,5
重点专项资金,org_of_audit,财政部,2,5
重点治理规划,org_of_audit,水利部,2,5
防控留抵退税,org_of_audit,财政部,2,5
防汛抗旱物资,org_of_audit,水利部,2,5
防汛抗旱物资,org_of_audit,财政部,2,5
集中采购平台,org_of_audit,自治区,2,5
集中采购设备,org_of_audit,财政部,2,5
集中采购评审,org_of_audit,财政部,2,5
集中采购项目,org_of_audit,财政部,2,5
非税收入收缴,org_of_audit,自治区,2,5
非税收入收缴,org_of_audit,财政部,2,5
非税收入票据,org_of_audit,财政部,2,5
非税收入退付,org_of_audit,财政部,2,5
非税收费项目,org_of_audit,财政部,2,5
非货币性资产,org_of_audit,财政部,2,5
项目执行协议,org_of_audit,财政部,2,5
项目执行合规,org_of_audit,财政部,2,5
项目执行情况,org_of_audit,科技部,2,5
项目执行情况,org_of_audit,财政部,2,5
项目执行过程,org_of_audit,科技部,2,5
项目支出安排,org_of_audit,财政部,2,5
项目收支安排,org_of_audit,财政部,2,5
项目申报流程,org_of_audit,科技部,2,5
项目管理制度,org_of_audit,自治区,2,5
项目管理制度,org_of_audit,财政部,2,5
项目管理流程,org_of_audit,财政部,2,5
项目管理系统,org_of_audit,财政部,2,5
项目经费预算,org_of_audit,科技部,2,5
项目经费预算,org_of_audit,财政部,2,5
项目绩效评价,org_of_audit,水利部,2,5
项目绩效评价,org_of_audit,财政部,2,5
项目绩效跟踪,org_of_audit,财政部,2,5
项目财务决算,org_of_audit,财政部,2,5
项目跟踪审计,org_of_audit,自治区,2,5
项目跟踪管理,org_of_audit,财政部,2,5
项目过程管理,org_of_audit,科技部,2,5
项目预算安排,org_of_audit,科技部,2,5
项目预算安排,org_of_audit,财政部,2,5
预算存量资金,org_of_audit,财政部,2,5
预算执行管理,org_of_audit,自治区,2,5
预算执行资金,org_of_audit,财政部,2,5
预算收支执行,org_of_audit,财政部,2,5
预算管理情况,org_of_audit,自治区,2,5
预算绩效管理,org_of_audit,公安部,2,5
预算绩效管理,org_of_audit,科技部,2,5
预算绩效管理,org_of_audit,自治区,2,5
预算绩效管理,org_of_audit,财政部,2,5
出预算执行情况,org_of_audit,财政部,2,5
国外贷援款项目,org_of_audit,商务部,2,5
国外贷援款项目,org_of_audit,财政部,2,5
自动进口许可证,org_of_audit,商务部,2,5
财政性资金账户,org_of_audit,财政部,2,5
采购与付款业务,org_of_audit,财政部,2,5
预算单位零余额,org_of_audit,财政部,2,5
预算编制完整性,org_of_audit,财政部,2,5
人均可支配收入,org_of_audit,自治区,2,5
企业享受所得税,org_of_audit,财政部,2,5
企业增值税管理,org_of_audit,财政部,2,5
企业清算所得税,org_of_audit,自治区,2,5
企业的所得征收,org_of_audit,财政部,2,5
会计核算的通知,org_of_audit,财政部,2,5
住房公积金归集,org_of_audit,财政部,2,5
住房公积金支付,org_of_audit,财政部,2,5
保险公司总公司,org_of_audit,自治区,2,5
保障性住房审计,org_of_audit,自治区,2,5
保障性安居住房,org_of_audit,财政部,2,5
农作物良种补贴,org_of_audit,财政部,2,5
出口退（免）税,org_of_audit,财政部,2,5
分享增值税收入,org_of_audit,财政部,2,5
商品保证金台账,org_of_audit,商务部,2,5
国外贷援款项目,org_of_audit,自治区,2,5
国际贷赠款项目,org_of_audit,财政部,2,5
土地出让金专户,org_of_audit,自治区,2,5
土地出让金收缴,org_of_audit,自治区,2,5
土地增值税清算,org_of_audit,自治区,2,5
土地增值税清算,org_of_audit,财政部,2,5
地下水污染防治,org_of_audit,自治区,2,5
地方债柜台业务,org_of_audit,财政部,2,5
地方债项目收益,org_of_audit,财政部,2,5
城乡低保金管理,org_of_audit,自治区,2,5
城市建设维护税,org_of_audit,自治区,2,5
城镇土地使用税,org_of_audit,自治区,2,5
城镇土地使用税,org_of_audit,财政部,2,5
基本建设费预算,org_of_audit,财政部,2,5
增值税试点方案,org_of_audit,财政部,2,5
工程项目可行性,org_of_audit,自治区,2,5
应付工程款审计,org_of_audit,财政部,2,5
手续费退付业务,org_of_audit,自治区,2,5
政府性债务审计,org_of_audit,财政部,2,5
政府性债务情况,org_of_audit,财政部,2,5
政府性基金结余,org_of_audit,财政部,2,5
政府性收费项目,org_of_audit,财政部,2,5
政策性担保基金,org_of_audit,自治区,2,5
政策性补助资金,org_of_audit,财政部,2,5
新农合财政补助,org_of_audit,财政部,2,5
机动车环境保护,org_of_audit,自治区,2,5
核定应税所得率,org_of_audit,自治区,2,5
核定应税所得率,org_of_audit,财政部,2,5
森林植被恢复费,org_of_audit,自治区,2,5
森林植被恢复费,org_of_audit,财政部,2,5
水污染防治工作,org_of_audit,水利部,2,5
水污染防治工作,org_of_audit,自治区,2,5
河南省政府债券,org_of_audit,财政部,2,5
流域水污染防治,org_of_audit,水利部,2,5
流域水污染防治,org_of_audit,财政部,2,5
玉米增值税抵扣,org_of_audit,财政部,2,5
社会保险费征缴,org_of_audit,自治区,2,5
自动进口许可证,org_of_audit,自治区,2,5
自然资源委员会,org_of_audit,自治区,2,5
行政性事业收费,org_of_audit,财政部,2,5
财政性专项资金,org_of_audit,财政部,2,5
财政性资金支付,org_of_audit,财政部,2,5
财政总预算支出,org_of_audit,财政部,2,5
银行保证金台帐,org_of_audit,商务部,2,5
非政府采购支出,org_of_audit,财政部,2,5
项目总预算控制,org_of_audit,财政部,2,5
预付工程款审计,org_of_audit,财政部,2,5
预算外资金账户,org_of_audit,财政部,2,5
农业生产发展资金,org_of_audit,财政部,2,5
国有资本经营支出,org_of_audit,财政部,2,5
国有资本经营预算,org_of_audit,财政部,2,5
地方政府债务管理,org_of_audit,财政部,2,5
大宗商品清算业务,org_of_audit,商务部,2,5
年度预算执行审计,org_of_audit,财政部,2,5
财政结余结转资金,org_of_audit,财政部,2,5
转移支付结转资金,org_of_audit,财政部,2,5
部门决算内部控制,org_of_audit,财政部,2,5
非税收入征收管理,org_of_audit,财政部,2,5
非税收入收缴管理,org_of_audit,财政部,2,5
一般公共预算执行,org_of_audit,财政部,2,5
专项扶贫资金执行,org_of_audit,自治区,2,5
专项扶贫资金支付,org_of_audit,财政部,2,5
专项资金执行情况,org_of_audit,财政部,2,5
个人执业会员账户,org_of_audit,财政部,2,5
个人综合消费贷款,org_of_audit,科技部,2,5
中央总金库库存表,org_of_audit,财政部,2,5
中央政府债务余额,org_of_audit,财政部,2,5
乡村振兴专项资金,org_of_audit,自治区,2,5
事业发展专项资金,org_of_audit,自治区,2,5
事业发展专项资金,org_of_audit,财政部,2,5
产业发展专项基金,org_of_audit,自治区,2,5
产业发展专项资金,org_of_audit,财政部,2,5
代理记账业务审批,org_of_audit,财政部,2,5
企业单位财务决算,org_of_audit,财政部,2,5
企业并购投资价值,org_of_audit,财政部,2,5
企业所得税核定征,org_of_audit,自治区,2,5
企业财务决算报表,org_of_audit,自治区,2,5
企业财务决算报表,org_of_audit,财政部,2,5
企业财务报告审计,org_of_audit,财政部,2,5
养老保险产品指引,org_of_audit,财政部,2,5
养老保险基金支出,org_of_audit,财政部,2,5
养老保险基金管理,org_of_audit,自治区,2,5
养老保险基金预算,org_of_audit,自治区,2,5
养老保险基金预算,org_of_audit,财政部,2,5
内部控制执行情况,org_of_audit,财政部,2,5
农业相关转移支付,org_of_audit,财政部,2,5
农机报废更新补贴,org_of_audit,商务部,2,5
农机报废更新补贴,org_of_audit,财政部,2,5
医疗保险基金预算,org_of_audit,财政部,2,5
医疗保障经费安排,org_of_audit,财政部,2,5
商业银行大型采购,org_of_audit,财政部,2,5
商务发展专项资金,org_of_audit,自治区,2,5
固定资产加速折旧,org_of_audit,财政部,2,5
固定资产投资审计,org_of_audit,自治区,2,5
固定资产计提折旧,org_of_audit,财政部,2,5
国有资产情况管理,org_of_audit,财政部,2,5
国有资产管理情况,org_of_audit,自治区,2,5
国有资产管理情况,org_of_audit,财政部,2,5
国有资产经营收益,org_of_audit,财政部,2,5
国有资产绩效管理,org_of_audit,财政部,2,5
国有资产评估管理,org_of_audit,财政部,2,5
国有资本经营支出,org_of_audit,自治区,2,5
国有资本经营预算,org_of_audit,自治区,2,5
国有金融资本经营,org_of_audit,财政部,2,5
地方政府专项债券,org_of_audit,财政部,2,5
地方政府专项债务,org_of_audit,财政部,2,5
地方政府债券业务,org_of_audit,财政部,2,5
地方政府债券收支,org_of_audit,自治区,2,5
地方政府债券收支,org_of_audit,财政部,2,5
地方政府债券收益,org_of_audit,财政部,2,5
地方政府债券资金,org_of_audit,自治区,2,5
地方政府债券资金,org_of_audit,财政部,2,5
地方政府债券预算,org_of_audit,财政部,2,5
地方政府债券额度,org_of_audit,财政部,2,5
地方政府债务管理,org_of_audit,自治区,2,5
地方政府债务绩效,org_of_audit,财政部,2,5
地方政府存量债务,org_of_audit,财政部,2,5
地方政府承担债务,org_of_audit,财政部,2,5
地方政府融资担保,org_of_audit,自治区,2,5
地方政府财务报告,org_of_audit,财政部,2,5
地方水利建设基金,org_of_audit,自治区,2,5
地方水利建设基金,org_of_audit,财政部,2,5
地方科技发展资金,org_of_audit,自治区,2,5
地方转移支付制度,org_of_audit,财政部,2,5
基本养老保险基金,org_of_audit,自治区,2,5
基本养老保险基金,org_of_audit,财政部,2,5
基本养老保险征收,org_of_audit,财政部,2,5
基本养老保险征缴,org_of_audit,自治区,2,5
基本养老保险补缴,org_of_audit,自治区,2,5
基本医疗保险征缴,org_of_audit,自治区,2,5
基本医疗保险支付,org_of_audit,自治区,2,5
基本建设支出预算,org_of_audit,财政部,2,5
失业保险财政专户,org_of_audit,财政部,2,5
小微企业留抵退税,org_of_audit,财政部,2,5
工业转型升级资金,org_of_audit,财政部,2,5
工业转型发展资金,org_of_audit,财政部,2,5
工商户发展所得税,org_of_audit,财政部,2,5
工程竣工财务决算,org_of_audit,财政部,2,5
年度预算执行审计,org_of_audit,公安部,2,5
年度预算执行审计,org_of_audit,商务部,2,5
年度预算执行审计,org_of_audit,水利部,2,5
年度预算执行审计,org_of_audit,科技部,2,5
年度预算执行审计,org_of_audit,自治区,2,5
年度预算执行数据,org_of_audit,财政部,2,5
投资项目跟踪审计,org_of_audit,自治区,2,5
排污费减缴、免缴,org_of_audit,财政部,2,5
政府专项债券项目,org_of_audit,自治区,2,5
政府专项债券项目,org_of_audit,财政部,2,5
政府住房基金收入,org_of_audit,财政部,2,5
政府债券代理发行,org_of_audit,财政部,2,5
政府债券发行兑付,org_of_audit,财政部,2,5
政府债券招标发行,org_of_audit,财政部,2,5
政府合并财务报表,org_of_audit,财政部,2,5
政府购买服务支出,org_of_audit,财政部,2,5
政府采购定向支持,org_of_audit,财政部,2,5
政府采购执行情况,org_of_audit,财政部,2,5
政府采购方式审批,org_of_audit,财政部,2,5
政府预算收入执行,org_of_audit,财政部,2,5
政策性社会性支出,org_of_audit,自治区,2,5
政策性社会性支出,org_of_audit,财政部,2,5
政策落实跟踪审计,org_of_audit,自治区,2,5
新增政府债券资金,org_of_audit,财政部,2,5
标准经费执行情况,org_of_audit,财政部,2,5
森林生态效益补偿,org_of_audit,财政部,2,5
水利专项资金管理,org_of_audit,水利部,2,5
法定资产评估业务,org_of_audit,财政部,2,5
海南离岛免税政策,org_of_audit,财政部,2,5
渔业发展补助资金,org_of_audit,财政部,2,5
环保专项资金来源,org_of_audit,财政部,2,5
环境保护专项资金,org_of_audit,财政部,2,5
社保基金财政专户,org_of_audit,财政部,2,5
科技专项资金管理,org_of_audit,自治区,2,5
科技发展专项资金,org_of_audit,自治区,2,5
科技合作专项资金,org_of_audit,自治区,2,5
科技重大专项资金,org_of_audit,科技部,2,5
科技重大专项资金,org_of_audit,财政部,2,5
科技项目专项资金,org_of_audit,自治区,2,5
科技项目专项资金,org_of_audit,财政部,2,5
移民后期扶持基金,org_of_audit,财政部,2,5
管理使用情况审计,org_of_audit,自治区,2,5
经营所得核定征收,org_of_audit,财政部,2,5
股票期权所得征收,org_of_audit,财政部,2,5
自动进口许可证与,org_of_audit,商务部,2,5
